driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code
D_008,2025-10-04T00:38:56.713832Z,43.027411,-79.049689,76.81,-0.99,-0.52,331.8,28644.96,0,highway,CLR
D_091,2025-10-04T03:37:56.713832Z,43.048143,-79.026772,72.42,1.63,-0.78,17.3,43706.26,0,rural,SNW
D_068,2025-10-04T02:04:56.713832Z,43.032014,-78.911701,98.18,-0.31,-1.71,348.7,3869.46,0,highway,CLR
D_014,2025-10-04T01:55:56.713832Z,42.843316,-78.853451,118.16,1.57,-2.06,333.7,9942.38,0,highway,CLR
D_095,2025-10-03T22:19:56.713832Z,42.925806,-78.772623,57.25,-0.53,-3.46,97.4,30531.78,0,city,CLR
D_072,2025-10-03T23:54:56.713832Z,43.135173,-78.693984,75.47,0.52,-2.46,210.3,30483.09,0,highway,CLR
D_088,2025-10-04T00:00:56.713832Z,42.937892,-79.085587,40.88,0.03,0.38,20.0,15712.51,0,city,RAN
D_078,2025-10-04T01:13:56.713832Z,43.148363,-78.826827,42.86,0.29,0.62,285.0,2398.14,0,city,CLR
D_069,2025-10-04T02:37:56.713832Z,42.960615,-79.019584,47.96,-1.61,-0.58,201.1,20115.28,0,city,CLR
D_059,2025-10-04T02:34:56.713832Z,42.946682,-78.694413,87.77,0.21,-0.53,11.0,38689.75,0,highway,RAN
D_009,2025-10-04T00:10:56.713832Z,42.880003,-78.991038,28.87,0.95,-1.26,235.7,8586.49,0,city,RAN
D_012,2025-10-04T01:54:56.713832Z,42.970237,-78.970725,111.75,-0.9,1.04,296.4,23969.97,0,highway,CLR
D_056,2025-10-04T03:18:56.713832Z,42.817419,-78.846285,98.93,-2.04,3.11,239.7,27808.68,0,highway,CLR
D_039,2025-10-04T03:10:56.713832Z,43.16882,-78.656965,51.64,-0.28,1.04,336.3,49864.13,0,city,RAN
D_031,2025-10-04T03:24:56.713832Z,43.049974,-78.996281,102.74,-2.55,2.33,181.8,40664.87,0,highway,CLR
D_018,2025-10-04T01:57:56.713832Z,42.963768,-78.970134,41.8,0.12,-2.82,77.4,16874.92,0,city,CLR
D_058,2025-10-04T00:08:56.713832Z,43.024757,-79.140825,42.64,1.54,0.12,344.1,26928.02,0,city,CLR
D_049,2025-10-03T22:22:56.713832Z,42.944433,-78.827148,100.04,0.79,-0.7,42.9,40120.78,1,highway,CLR
D_043,2025-10-03T23:09:56.713832Z,42.954093,-78.735872,43.2,1.56,-2.18,338.6,6837.45,0,city,CLR
D_023,2025-10-04T03:00:56.713832Z,42.914575,-78.918098,69.77,0.49,-0.43,275.9,20530.36,0,rural,CLR
D_012,2025-10-04T01:38:56.713832Z,42.968715,-78.994085,86.79,-1.54,-1.67,230.3,23953.1,0,highway,RAN
D_064,2025-10-03T23:04:56.713832Z,43.014789,-78.920397,35.52,2.22,-0.84,38.9,8890.3,0,city,RAN
D_014,2025-10-04T00:45:56.713832Z,42.931388,-78.840459,99.1,0.42,-2.42,249.6,9873.26,0,highway,CLR
D_067,2025-10-03T22:13:56.713832Z,42.964473,-78.907592,94.46,0.67,0.96,161.4,45102.74,0,highway,CLR
D_099,2025-10-04T03:14:56.713832Z,42.923941,-79.137942,78.26,-1.79,-1.59,49.3,36865.06,0,highway,CLR
D_088,2025-10-03T23:29:56.713832Z,42.999495,-79.010333,51.66,1.7,0.43,276.7,15680.52,1,city,RAN
D_066,2025-10-03T23:49:56.713832Z,42.93494,-78.772807,30.88,1.12,-2.58,356.1,24304.98,0,city,CLR
D_068,2025-10-04T00:38:56.713832Z,42.884177,-78.862147,94.02,-1.17,1.89,218.2,3783.18,0,highway,RAN
D_012,2025-10-04T03:30:56.713832Z,42.920175,-79.052976,103.21,-0.41,0.08,171.5,24072.05,0,highway,SNW
D_051,2025-10-04T02:46:56.713832Z,42.883542,-78.546753,31.98,1.06,-0.67,319.2,10289.73,0,city,RAN
D_028,2025-10-03T23:40:56.713832Z,42.997625,-78.672094,54.12,3.25,0.57,247.3,11755.61,0,rural,CLR
D_018,2025-10-03T23:50:56.713832Z,43.007342,-78.96002,98.44,-1.03,0.66,249.8,16746.76,0,highway,RAN
D_029,2025-10-03T22:29:56.713832Z,43.00994,-78.923578,75.74,-0.23,-0.56,33.7,44495.71,0,highway,CLR
D_045,2025-10-03T22:30:56.713832Z,42.921049,-78.834608,94.74,0.1,-0.46,162.1,45281.8,0,highway,CLR
D_063,2025-10-04T02:54:56.713832Z,43.015822,-78.895308,94.17,1.15,-1.9,165.3,19628.6,0,highway,CLR
D_066,2025-10-04T01:40:56.713832Z,42.925776,-78.778104,89.32,-0.58,0.9,261.5,24426.12,0,highway,CLR
D_051,2025-10-04T02:29:56.713832Z,42.86377,-78.485394,47.36,2.6,-0.44,27.1,10269.54,0,city,CLR
D_089,2025-10-04T02:56:56.713832Z,42.649345,-78.87464,106.96,-0.46,1.84,261.8,37381.9,0,highway,CLR
D_030,2025-10-04T01:17:56.713832Z,42.9187,-78.487517,35.16,0.36,-1.15,254.3,34585.43,0,city,CLR
D_043,2025-10-04T01:08:56.713832Z,42.91829,-78.576715,77.79,1.25,-0.18,305.5,6959.84,0,rural,CLR
D_080,2025-10-04T00:55:56.713832Z,42.818831,-78.725423,47.33,2.37,0.19,146.8,10052.95,0,city,CLR
D_070,2025-10-03T23:29:56.713832Z,42.973312,-78.91871,76.65,1.03,1.84,72.0,13766.2,0,rural,CLR
D_096,2025-10-04T00:32:56.713832Z,42.918331,-78.730188,73.96,0.77,1.54,26.1,23206.46,0,rural,SNW
D_002,2025-10-03T21:55:56.713832Z,42.948295,-78.841262,80.49,2.06,2.03,168.6,41934.89,0,highway,CLR
D_018,2025-10-04T02:21:56.713832Z,42.959607,-78.828185,109.45,1.39,-1.97,88.0,16901.24,0,highway,RAN
D_048,2025-10-04T02:07:56.713832Z,42.986821,-78.920998,60.51,1.49,2.81,60.9,8705.4,0,rural,CLR
D_031,2025-10-03T21:55:56.713832Z,42.993101,-78.797196,80.53,-2.27,2.94,23.0,40304.19,0,highway,CLR
D_034,2025-10-04T02:34:56.713832Z,42.954849,-78.815336,105.41,2.08,-1.32,58.3,17936.95,0,highway,CLR
D_068,2025-10-04T03:10:56.713832Z,42.985666,-79.04103,98.99,1.61,-3.92,137.4,3941.28,0,highway,CLR
D_038,2025-10-04T01:19:56.713832Z,43.019217,-78.921585,98.28,-0.87,-0.1,124.2,3374.65,0,highway,CLR
D_012,2025-10-03T22:05:56.713832Z,42.951457,-78.793238,48.18,0.53,0.67,242.9,23729.13,0,city,CLR
D_032,2025-10-04T02:19:56.713832Z,43.050235,-78.920268,58.07,0.88,2.31,326.8,31237.67,0,city,RAN
D_064,2025-10-04T00:12:56.713832Z,42.978973,-78.999872,103.71,0.12,-1.33,120.6,8957.11,0,highway,CLR
D_099,2025-10-04T00:15:56.713832Z,42.896065,-79.034015,60.74,1.05,2.44,196.8,36664.53,0,rural,CLR
D_079,2025-10-03T22:46:56.713832Z,42.932072,-78.820869,43.09,-0.77,-0.45,80.7,29677.02,0,city,CLR
D_076,2025-10-03T22:08:56.713832Z,42.943973,-78.802965,99.47,-0.19,-0.91,222.6,30197.45,0,highway,RAN
D_046,2025-10-03T23:01:56.713832Z,42.931894,-78.731099,106.83,0.74,-0.82,248.6,42381.41,0,highway,CLR
D_059,2025-10-03T23:23:56.713832Z,42.931457,-78.899554,95.8,-2.78,3.71,212.7,38493.94,0,highway,CLR
D_027,2025-10-03T21:56:56.713832Z,43.01232,-78.733582,36.56,0.83,0.43,143.8,43361.6,0,city,CLR
D_054,2025-10-04T02:23:56.713832Z,42.865248,-78.988221,95.17,0.91,0.42,112.4,3491.16,0,highway,CLR
D_037,2025-10-03T22:38:56.713832Z,42.992985,-79.088042,40.5,-2.3,-1.97,359.9,3536.11,0,city,RAN
D_006,2025-10-03T23:35:56.713832Z,43.088833,-78.786487,97.0,-1.22,0.46,10.7,46555.02,0,highway,CLR
D_049,2025-10-03T22:07:56.713832Z,42.927534,-78.84241,64.76,-3.87,0.57,62.7,40105.62,0,rural,CLR
D_048,2025-10-03T23:03:56.713832Z,42.90721,-78.748507,36.89,0.45,-1.0,298.3,8511.58,0,city,CLR
D_067,2025-10-03T23:23:56.713832Z,42.947977,-78.950018,21.75,-1.38,0.65,270.2,45181.11,0,city,CLR
D_074,2025-10-04T03:01:56.713832Z,43.129807,-78.509192,85.19,-0.02,-2.39,259.3,31147.04,0,highway,RAN
D_018,2025-10-04T00:29:56.713832Z,42.920413,-78.936873,112.26,-0.06,1.32,155.7,16788.06,0,highway,RAN
D_007,2025-10-04T00:43:56.713832Z,42.88624,-78.932115,44.66,1.44,-3.25,258.2,36353.35,0,city,CLR
D_054,2025-10-04T02:48:56.713832Z,42.853282,-79.024081,40.96,-1.18,0.93,313.0,3518.14,0,city,CLR
D_073,2025-10-03T23:01:56.713832Z,43.006704,-78.710449,95.99,1.08,-4.75,153.4,45713.05,0,highway,RAN
D_019,2025-10-03T23:37:56.713832Z,42.871591,-78.776983,58.03,0.5,0.14,312.2,9617.13,0,rural,CLR
D_086,2025-10-04T02:25:56.713832Z,43.115445,-78.603026,85.5,-0.3,-1.73,19.3,15678.47,0,highway,RAN
D_067,2025-10-03T21:42:56.713832Z,42.94964,-78.858875,94.15,-0.94,-3.38,272.6,45071.93,0,highway,CLR
D_050,2025-10-04T02:31:56.713832Z,42.919617,-78.741299,92.62,-0.72,2.01,187.2,10598.65,0,highway,CLR
D_045,2025-10-03T22:59:56.713832Z,42.929766,-78.856333,38.15,0.28,-1.37,286.3,45309.39,0,rural,CLR
D_025,2025-10-03T22:08:56.713832Z,42.965111,-78.771815,52.85,1.71,-2.44,4.5,5774.35,0,city,CLR
D_003,2025-10-04T00:41:56.713832Z,42.996445,-78.89761,36.13,-0.44,1.22,282.8,37889.89,0,city,CLR
D_083,2025-10-04T01:06:56.713832Z,43.030364,-78.715587,41.81,-0.09,-0.5,151.6,11088.59,0,city,CLR
D_016,2025-10-04T00:29:56.713832Z,42.960418,-78.924625,25.13,-2.69,-1.75,149.0,19779.22,0,city,CLR
D_012,2025-10-04T02:34:56.713832Z,42.955027,-79.040051,79.63,-0.92,-1.35,333.2,24013.48,0,rural,CLR
D_009,2025-10-04T01:30:56.713832Z,42.822998,-79.020691,30.19,2.57,-2.0,85.1,8665.51,0,city,CLR
D_049,2025-10-03T23:17:56.713832Z,42.885874,-78.848244,99.87,0.5,-0.6,291.8,40179.41,0,highway,CLR
D_048,2025-10-03T22:56:56.713832Z,42.897698,-78.748003,71.94,0.16,2.73,311.4,8504.65,0,rural,CLR
D_022,2025-10-03T23:31:56.713832Z,42.907218,-78.623972,93.69,0.11,-2.94,241.2,34146.97,0,highway,CLR
D_025,2025-10-04T00:46:56.713832Z,42.963775,-79.016822,98.21,1.89,0.41,302.6,5932.78,0,highway,RAN
D_046,2025-10-04T01:16:56.713832Z,42.96753,-78.497276,106.49,-1.25,-1.82,14.1,42529.15,0,highway,CLR
D_013,2025-10-04T01:02:56.713832Z,42.801551,-78.804728,60.96,-1.76,0.22,179.6,39904.09,0,rural,RAN
D_019,2025-10-03T21:58:56.713832Z,42.885136,-78.858068,37.16,2.39,0.36,19.9,9511.92,0,city,CLR
D_088,2025-10-03T21:49:56.713832Z,42.975232,-78.800662,96.86,-0.73,2.32,160.4,15574.51,0,highway,CLR
D_011,2025-10-03T22:42:56.713832Z,42.953497,-78.832169,65.55,1.54,3.05,0.2,31322.08,0,city,CLR
D_062,2025-10-03T23:38:56.713832Z,43.030421,-78.874005,96.53,0.99,2.71,2.3,42587.68,0,highway,RAN
D_066,2025-10-03T23:22:56.713832Z,42.889187,-78.832082,57.27,1.11,-0.82,338.3,24277.56,0,city,CLR
D_057,2025-10-03T23:42:56.713832Z,42.902684,-78.767418,43.39,-0.56,-2.45,29.3,11625.8,0,city,RAN
D_049,2025-10-03T22:18:56.713832Z,42.929033,-78.843841,34.0,1.68,1.73,251.3,40117.57,0,city,CLR
D_019,2025-10-04T00:34:56.713832Z,42.861985,-78.755634,44.16,0.49,1.16,104.6,9671.55,0,city,RAN
D_022,2025-10-04T02:55:56.713832Z,42.941479,-78.559446,71.98,0.37,0.58,77.3,34356.37,1,rural,CLR
D_092,2025-10-03T23:42:56.713832Z,42.82443,-78.810112,110.04,1.06,2.96,6.6,12300.96,0,highway,CLR
D_009,2025-10-03T22:37:56.713832Z,42.91783,-78.94012,107.38,-1.27,-0.94,259.7,8492.17,0,highway,CLR
D_018,2025-10-04T02:09:56.713832Z,42.967021,-78.908154,79.46,-0.4,2.17,119.0,16886.2,0,highway,CLR
D_059,2025-10-04T00:38:56.713832Z,42.999613,-78.673315,47.91,0.32,0.42,66.7,38570.92,0,city,RAN
D_088,2025-10-04T02:10:56.713832Z,43.024239,-79.127581,61.66,-1.31,1.07,232.3,15853.85,0,rural,RAN
D_025,2025-10-04T02:39:56.713832Z,43.047004,-79.102386,88.54,-0.04,0.52,6.2,6048.27,0,highway,CLR
D_071,2025-10-03T23:07:56.713832Z,42.928874,-78.80437,39.84,2.06,1.39,35.7,11388.63,0,city,RAN
D_026,2025-10-04T00:46:56.713832Z,43.017642,-78.796907,21.3,1.56,-1.95,93.2,16322.38,0,city,SNW
D_085,2025-10-03T23:38:56.713832Z,43.004932,-78.709336,39.41,1.63,1.45,100.7,5966.73,0,city,CLR
D_036,2025-10-04T01:30:56.713832Z,42.975594,-78.916165,125.98,0.3,-0.22,16.0,36419.81,0,highway,CLR
D_078,2025-10-04T01:49:56.713832Z,43.228013,-78.809874,64.95,2.36,1.27,276.9,2431.7,0,rural,RAN
D_062,2025-10-04T01:09:56.713832Z,42.899404,-78.985644,37.87,1.71,0.6,139.9,42681.88,0,city,CLR
D_066,2025-10-04T00:58:56.713832Z,42.944366,-78.794323,90.56,-0.08,0.53,32.4,24381.27,0,highway,RAN
D_080,2025-10-04T03:33:56.713832Z,42.736386,-78.79817,101.85,2.07,-2.14,129.3,10216.43,0,highway,RAN
D_092,2025-10-04T02:57:56.713832Z,42.713726,-78.925752,58.95,-0.36,-0.07,194.6,12509.97,0,rural,CLR
D_089,2025-10-04T00:09:56.713832Z,42.797716,-78.830528,70.5,-1.91,0.57,123.6,37206.67,0,rural,CLR
D_022,2025-10-04T02:56:56.713832Z,42.94245,-78.567471,39.76,0.6,-6.08,279.3,34357.03,0,city,CLR
D_078,2025-10-03T22:04:56.713832Z,42.962123,-78.809314,86.03,-0.89,-3.0,83.3,2199.51,0,highway,CLR
D_046,2025-10-04T01:28:56.713832Z,43.00265,-78.527922,93.96,0.54,-0.51,77.4,42541.28,0,highway,CLR
D_052,2025-10-04T01:54:56.713832Z,42.945671,-78.832045,75.48,-0.02,-1.68,0.1,17303.15,0,rural,CLR
D_082,2025-10-04T00:51:56.713832Z,42.953391,-78.905507,29.37,1.64,-2.02,296.8,43779.58,0,city,CLR
D_089,2025-10-03T22:30:56.713832Z,42.84976,-78.873998,32.29,-1.55,-1.61,307.9,37097.37,0,city,CLR
D_049,2025-10-03T22:40:56.713832Z,42.934831,-78.832595,77.75,0.72,-0.05,43.5,40142.65,0,highway,CLR
D_003,2025-10-04T00:15:56.713832Z,42.978739,-78.973004,44.3,-0.06,-1.29,203.8,37864.29,1,city,CLR
D_038,2025-10-04T01:04:56.713832Z,43.016701,-78.915765,78.89,0.15,-2.71,295.2,3357.92,0,rural,CLR
D_097,2025-10-04T01:13:56.713832Z,43.026934,-78.775682,39.71,1.32,-3.98,225.3,6918.62,0,city,CLR
D_094,2025-10-04T00:47:56.713832Z,42.911807,-78.755658,54.07,1.22,-0.09,311.5,37746.63,0,rural,RAN
D_033,2025-10-03T22:28:56.713832Z,42.903802,-78.901105,94.36,0.31,0.43,222.7,27513.91,0,highway,CLR
D_006,2025-10-04T03:36:56.713832Z,43.17212,-78.656056,49.37,-1.52,0.65,94.4,46800.76,0,city,CLR
D_041,2025-10-04T02:44:56.713832Z,42.984252,-78.932415,98.81,-0.78,-1.86,106.6,4659.89,0,highway,CLR
D_061,2025-10-04T00:32:56.713832Z,42.960153,-78.84147,102.38,1.32,1.84,8.1,22987.85,0,highway,CLR
D_016,2025-10-04T00:30:56.713832Z,42.948268,-78.922575,81.23,2.35,-2.82,172.9,19780.58,0,rural,CLR
D_061,2025-10-04T02:43:56.713832Z,43.075624,-78.640711,42.34,2.54,-3.13,168.5,23120.24,0,city,CLR
D_001,2025-10-03T23:27:56.713832Z,43.0479,-78.8845,45.57,-0.13,0.27,267.9,11790.75,0,city,CLR
D_054,2025-10-04T03:05:56.713832Z,42.879683,-79.041138,68.64,-0.94,3.74,316.9,3535.34,0,highway,CLR
D_017,2025-10-03T23:03:56.713832Z,42.991619,-78.869399,51.43,0.5,-0.74,275.7,44002.65,0,rural,CLR
D_007,2025-10-04T00:18:56.713832Z,42.975895,-78.802027,44.98,-1.22,-0.66,160.3,36323.8,0,city,CLR
D_030,2025-10-03T22:49:56.713832Z,42.928681,-78.780354,100.95,-0.32,-1.83,122.7,34427.24,1,highway,RAN
D_080,2025-10-03T23:42:56.713832Z,42.868277,-78.778533,102.77,0.38,-1.43,180.5,9971.76,0,highway,CLR
D_055,2025-10-03T22:57:56.713832Z,42.993874,-78.687577,63.41,2.13,-1.11,50.9,22821.76,0,rural,CLR
D_029,2025-10-04T02:57:56.713832Z,42.873879,-78.749045,88.13,-0.12,-4.48,101.2,44776.58,0,highway,CLR
D_071,2025-10-04T03:18:56.713832Z,42.763637,-78.840252,70.36,-1.05,-2.99,307.0,11655.7,0,rural,CLR
D_095,2025-10-04T03:27:56.713832Z,42.721371,-78.689938,40.22,3.59,-2.19,98.0,30861.51,0,city,CLR
D_025,2025-10-03T23:11:56.713832Z,42.997397,-78.977302,51.03,1.61,-0.51,77.5,5838.41,1,city,CLR
D_010,2025-10-04T00:18:56.713832Z,42.754931,-78.839849,25.38,0.56,-1.59,84.4,31255.82,0,city,RAN
D_091,2025-10-03T21:47:56.713832Z,42.97622,-78.77709,105.4,1.99,0.92,87.7,43354.96,0,highway,CLR
D_014,2025-10-03T23:41:56.713832Z,42.937701,-78.785309,45.13,3.53,-0.85,33.8,9806.31,0,city,RAN
D_083,2025-10-04T03:34:56.713832Z,42.980486,-78.550478,48.0,0.74,0.69,57.1,11237.58,0,city,CLR
D_033,2025-10-04T03:04:56.713832Z,42.897134,-79.033716,33.93,0.74,-0.9,110.1,27789.27,0,city,CLR
D_099,2025-10-04T00:00:56.713832Z,42.866244,-79.007343,48.3,1.67,2.5,222.4,36647.56,0,city,CLR
D_061,2025-10-04T03:35:56.713832Z,43.148992,-78.639967,33.69,1.52,2.26,258.1,23173.64,0,city,RAN
D_072,2025-10-04T03:11:56.713832Z,43.09251,-78.700826,88.91,-0.6,1.47,230.8,30695.41,0,highway,CLR
D_084,2025-10-04T00:49:56.713832Z,42.980509,-78.948407,38.14,1.16,0.06,141.8,28366.0,0,city,CLR
D_015,2025-10-03T22:23:56.713832Z,42.98345,-78.781004,72.04,0.95,3.4,206.3,37681.82,0,rural,CLR
D_058,2025-10-04T01:58:56.713832Z,43.005904,-79.128681,32.11,1.94,-1.02,283.1,27049.17,0,city,CLR
D_072,2025-10-04T03:24:56.713832Z,43.13584,-78.687857,88.61,0.33,-3.17,277.4,30712.04,0,highway,CLR
D_077,2025-10-04T01:21:56.713832Z,42.799411,-78.875195,35.16,1.34,3.01,169.9,5775.3,0,city,CLR
D_033,2025-10-04T02:01:56.713832Z,42.897032,-79.10423,25.38,2.7,1.61,16.4,27728.25,0,city,RAN
D_054,2025-10-04T02:10:56.713832Z,42.885196,-79.094599,38.57,-0.0,-0.25,353.4,3474.43,0,city,SNW
D_010,2025-10-04T02:26:56.713832Z,42.777224,-78.91182,65.56,2.29,1.36,163.2,31390.57,0,rural,SNW
D_001,2025-10-04T02:24:56.713832Z,43.080465,-78.706924,91.32,0.12,0.08,72.7,11987.61,0,highway,CLR
D_054,2025-10-03T22:50:56.713832Z,42.901783,-78.826775,102.84,-1.59,2.65,253.6,3263.16,0,highway,CLR
D_010,2025-10-04T02:18:56.713832Z,42.803163,-78.87787,39.06,1.44,2.69,213.1,31383.87,0,city,RAN
D_075,2025-10-04T01:43:56.713832Z,43.107164,-78.929447,43.57,-2.07,0.9,267.2,45347.9,0,rural,RAN
D_060,2025-10-03T23:23:56.713832Z,43.070584,-78.97694,34.84,-1.4,0.23,271.9,4010.77,0,city,CLR
D_076,2025-10-04T01:17:56.713832Z,42.952075,-78.901251,53.09,-0.6,1.52,105.5,30382.13,0,rural,RAN
D_000,2025-10-04T00:29:56.713832Z,42.979681,-78.821976,62.76,-1.91,-1.66,41.5,14658.13,0,rural,CLR
D_091,2025-10-04T01:47:56.713832Z,43.067136,-78.99047,106.26,0.87,-1.3,277.4,43599.11,0,highway,CLR
D_062,2025-10-04T01:47:56.713832Z,42.939414,-79.009842,59.83,1.15,-3.17,319.2,42723.9,0,city,CLR
D_021,2025-10-04T00:20:56.713832Z,42.981696,-78.726305,52.66,-2.54,-0.83,51.1,28737.97,0,city,RAN
D_015,2025-10-03T22:20:56.713832Z,42.977506,-78.772785,84.35,-0.84,0.43,127.5,37678.45,0,highway,CLR
D_049,2025-10-04T01:58:56.713832Z,42.973818,-78.669648,47.84,-0.99,0.66,272.5,40356.69,0,city,CLR
D_080,2025-10-03T22:05:56.713832Z,42.937168,-78.755482,52.08,2.31,4.4,140.5,9872.2,0,city,CLR
D_005,2025-10-04T01:28:56.713832Z,42.98959,-78.615809,107.35,-0.65,0.62,95.1,44673.8,0,highway,RAN
D_088,2025-10-03T22:14:56.713832Z,43.028657,-78.809594,87.47,1.47,2.25,145.8,15602.9,0,highway,CLR
D_056,2025-10-03T23:57:56.713832Z,42.80207,-78.681301,97.97,-1.01,1.59,121.7,27596.4,1,highway,CLR
D_086,2025-10-04T03:36:56.713832Z,43.124738,-78.668164,38.94,0.15,-5.87,337.8,15757.34,0,city,CLR
D_067,2025-10-04T02:54:56.713832Z,43.018639,-78.695064,51.84,2.86,-0.11,211.0,45393.87,0,rural,RAN
D_048,2025-10-03T22:11:56.713832Z,42.919795,-78.789065,42.82,0.08,2.92,25.3,8457.86,0,city,CLR
D_085,2025-10-04T00:36:56.713832Z,42.945982,-78.680215,64.77,-0.04,-0.97,87.4,6019.02,0,rural,CLR
D_031,2025-10-03T23:12:56.713832Z,42.92984,-78.786616,26.16,-2.35,-1.48,277.1,40387.59,0,city,CLR
D_022,2025-10-04T03:17:56.713832Z,42.926897,-78.482063,34.52,0.64,-3.95,238.9,34381.19,0,city,CLR
D_034,2025-10-04T00:24:56.713832Z,43.065454,-78.796568,31.75,-0.83,-0.15,326.6,17803.2,0,city,CLR
D_024,2025-10-03T22:19:56.713832Z,42.917593,-78.761461,101.11,-1.08,2.43,129.4,20092.13,0,highway,CLR
D_092,2025-10-04T01:05:56.713832Z,42.791356,-78.749178,61.78,1.31,0.32,42.0,12389.27,0,rural,CLR
D_058,2025-10-04T00:14:56.713832Z,43.009589,-79.115516,44.84,1.18,0.75,63.9,26933.61,0,city,CLR
D_065,2025-10-04T00:58:56.713832Z,43.048113,-78.800047,31.87,-0.9,1.45,65.9,30191.78,0,city,CLR
D_028,2025-10-04T03:02:56.713832Z,43.064601,-78.670477,27.98,0.06,-4.19,24.4,11965.77,0,city,CLR
D_058,2025-10-03T23:44:56.713832Z,42.99643,-79.062016,99.3,-0.27,1.93,9.3,26899.69,0,highway,CLR
D_056,2025-10-04T01:49:56.713832Z,42.779336,-78.704901,38.83,2.08,-0.94,343.4,27713.75,0,city,RAN
D_041,2025-10-04T00:29:56.713832Z,42.971301,-78.911668,82.0,0.38,0.59,336.2,4516.42,0,highway,CLR
D_050,2025-10-04T03:24:56.713832Z,42.895605,-78.778656,78.18,0.83,1.46,143.0,10653.82,0,highway,CLR
D_014,2025-10-04T01:23:56.713832Z,42.850948,-78.842712,20.23,-1.41,-1.55,359.1,9911.19,0,city,RAN
D_059,2025-10-04T01:24:56.713832Z,42.949944,-78.677454,70.93,-1.3,4.61,156.1,38615.81,0,highway,RAN
D_035,2025-10-04T00:26:56.713832Z,42.980287,-78.735592,79.16,-0.22,-0.72,356.6,5376.84,0,rural,CLR
D_017,2025-10-04T01:35:56.713832Z,43.008695,-78.883902,33.19,-0.55,1.07,234.2,44156.24,0,city,RAN
D_067,2025-10-04T01:51:56.713832Z,42.942735,-78.801876,35.59,-0.37,0.27,331.5,45334.18,0,city,RAN
D_073,2025-10-03T23:56:56.713832Z,42.973237,-78.70648,88.78,-0.16,-1.01,248.4,45771.9,0,highway,CLR
D_052,2025-10-03T22:02:56.713832Z,42.896725,-78.803877,94.73,2.72,1.09,343.4,17065.04,0,highway,RAN
D_009,2025-10-04T01:48:56.713832Z,42.816874,-78.960303,100.56,0.51,0.18,100.5,8683.21,0,highway,CLR
D_062,2025-10-04T01:17:56.713832Z,42.908889,-78.99797,37.82,0.05,-2.73,48.6,42689.98,0,city,CLR
D_057,2025-10-04T00:04:56.713832Z,42.813597,-78.861966,30.41,0.08,0.24,338.8,11648.71,0,city,CLR
D_032,2025-10-04T02:29:56.713832Z,43.021235,-78.942865,87.71,-0.39,1.09,122.1,31247.94,0,highway,CLR
D_048,2025-10-03T23:51:56.713832Z,42.899399,-78.813522,31.18,0.53,-0.55,326.1,8557.86,0,city,CLR
D_034,2025-10-04T00:51:56.713832Z,43.093325,-78.779046,19.86,2.37,-3.54,27.2,17830.83,0,city,CLR
D_071,2025-10-04T03:23:56.713832Z,42.769826,-78.800575,113.67,-1.12,-0.24,25.8,11661.67,0,highway,RAN
D_047,2025-10-03T21:41:56.713832Z,42.956714,-78.806569,104.33,-1.41,1.79,75.0,9145.7,0,highway,CLR
D_069,2025-10-04T01:25:56.713832Z,42.982963,-78.858056,26.6,1.83,-0.03,266.5,20038.96,0,city,CLR
D_087,2025-10-04T01:20:56.713832Z,43.081585,-78.867695,38.28,0.99,1.12,86.4,33674.37,0,city,CLR
D_053,2025-10-04T02:44:56.713832Z,43.15033,-79.056435,83.18,0.98,-2.04,8.3,26894.03,0,highway,CLR
D_071,2025-10-03T23:20:56.713832Z,42.914964,-78.79157,31.3,2.23,1.44,232.0,11398.73,0,city,CLR
D_047,2025-10-04T00:29:56.713832Z,42.997963,-78.694751,41.52,-0.53,0.98,146.0,9324.04,0,city,CLR
D_047,2025-10-04T02:38:56.713832Z,43.069919,-78.734157,33.22,0.47,0.08,74.6,9465.56,0,city,RAN
D_075,2025-10-03T22:44:56.713832Z,43.044214,-78.788371,96.76,1.37,-0.09,32.5,45155.92,0,highway,RAN
D_076,2025-10-03T23:16:56.713832Z,42.939476,-78.82298,38.09,1.29,-1.99,219.9,30263.99,0,city,CLR
D_027,2025-10-03T23:34:56.713832Z,42.975232,-78.61152,40.24,2.05,-2.73,196.8,43457.69,0,city,CLR
D_016,2025-10-04T03:28:56.713832Z,42.8989,-78.845332,52.31,0.14,3.32,193.6,19966.13,0,city,RAN
D_059,2025-10-03T23:38:56.713832Z,42.936748,-78.906968,42.56,-1.89,-2.72,7.2,38509.38,0,city,CLR
D_088,2025-10-04T03:31:56.713832Z,43.081805,-79.122557,60.03,-2.21,1.61,309.7,15936.7,0,rural,CLR
D_017,2025-10-04T03:29:56.713832Z,42.928623,-78.766497,52.76,1.49,-0.16,116.1,44275.48,0,city,CLR
D_096,2025-10-04T00:29:56.713832Z,42.918185,-78.723011,34.12,-0.49,-0.16,291.6,23202.11,0,city,CLR
D_060,2025-10-04T03:20:56.713832Z,43.01355,-78.675311,35.99,1.91,-1.56,120.3,4256.32,0,city,CLR
D_034,2025-10-04T00:39:56.713832Z,43.080948,-78.850258,40.76,2.66,-0.82,92.7,17819.59,0,city,CLR
