driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code,hard_brake
D_062,2025-10-05T22:52:42.890762+00:00,42.910782,-78.980731,82.53,0.83,0.82,70.2,42680.03,0,highway,CLR,0
D_001,2025-10-05T23:22:42.890762+00:00,43.12595,-78.737213,82.17,-1.47,-0.91,223.4,11941.08,0,highway,CLR,0
D_085,2025-10-06T01:02:42.890762+00:00,43.073419,-78.698336,79.62,0.46,2.23,328.6,6187.87,0,rural,CLR,0
D_018,2025-10-05T21:08:42.890762+00:00,42.989451,-78.899372,46.05,0.31,0.11,9.8,16715.08,0,city,CLR,0
D_025,2025-10-05T23:36:42.890762+00:00,43.055726,-79.040678,59.53,-0.53,0.81,175.2,5994.35,0,rural,CLR,0
D_090,2025-10-05T23:58:42.890762+00:00,42.922687,-79.023565,49.95,-1.68,0.49,118.9,31311.54,0,city,CLR,0
D_068,2025-10-06T00:33:42.890762+00:00,42.9919,-78.951245,51.36,0.88,-0.94,271.1,3916.11,0,city,RAN,0
D_079,2025-10-06T00:18:42.890762+00:00,42.945537,-78.810678,49.31,0.7,-4.67,33.6,29913.13,0,city,CLR,0
D_091,2025-10-05T20:05:42.890762+00:00,43.025777,-78.782245,98.59,-1.74,-0.79,51.7,43389.64,0,highway,CLR,0
D_099,2025-10-05T19:52:42.890762+00:00,42.90355,-78.880513,102.84,-2.75,-3.87,271.9,36527.08,0,highway,CLR,0
D_029,2025-10-05T23:29:42.890762+00:00,42.902888,-78.985737,41.37,-2.79,-2.52,20.3,44702.61,0,city,RAN,0
D_041,2025-10-05T23:26:42.890762+00:00,43.027687,-78.872907,112.49,1.21,-1.82,154.1,4591.8,0,highway,CLR,0
D_001,2025-10-06T00:55:42.890762+00:00,43.078022,-78.685475,84.47,1.24,-2.08,69.6,12033.67,0,highway,CLR,0
D_067,2025-10-06T01:12:42.890762+00:00,43.014495,-78.694481,64.87,1.42,-2.41,307.0,45427.88,0,rural,RAN,0
D_024,2025-10-05T22:37:42.890762+00:00,42.979884,-78.624608,60.93,1.85,0.32,51.6,20252.55,0,rural,RAN,0
D_009,2025-10-05T23:47:42.890762+00:00,42.798285,-78.989447,32.35,-0.02,-2.83,327.9,8698.22,0,city,CLR,0
D_045,2025-10-05T22:50:42.890762+00:00,42.773552,-78.89497,49.03,1.64,0.07,283.8,45433.63,0,city,CLR,0
D_033,2025-10-05T21:50:42.890762+00:00,42.873518,-79.025166,54.54,-0.49,-1.15,174.1,27606.49,0,city,CLR,0
D_041,2025-10-05T21:41:42.890762+00:00,42.979164,-78.958865,97.55,0.75,-0.4,322.1,4479.53,0,highway,RAN,0
D_066,2025-10-05T21:27:42.890762+00:00,42.901736,-78.799443,39.36,1.89,-0.38,237.5,24296.95,0,city,CLR,0
D_021,2025-10-05T19:57:42.890762+00:00,42.882531,-78.727738,102.85,2.69,0.36,265.5,28595.39,0,highway,CLR,0
D_092,2025-10-05T23:22:42.890762+00:00,42.744679,-78.89042,100.4,-0.34,-2.16,277.2,12424.42,0,highway,RAN,0
D_014,2025-10-06T00:33:42.890762+00:00,42.830682,-78.739275,59.59,-1.07,0.45,77.2,9998.74,0,rural,CLR,0
D_005,2025-10-05T21:21:42.890762+00:00,43.078134,-78.740237,96.7,-1.11,0.85,330.2,44555.74,0,highway,CLR,0
D_016,2025-10-05T23:08:42.890762+00:00,42.924603,-79.015919,101.29,-0.52,-0.95,174.2,19831.92,0,highway,CLR,0
D_090,2025-10-06T00:06:42.890762+00:00,42.93207,-79.003574,29.27,-0.71,0.4,87.3,31320.55,0,city,SNW,0
D_013,2025-10-05T21:19:42.890762+00:00,42.857834,-78.821103,100.75,1.01,3.46,161.3,39817.08,0,highway,RAN,0
D_076,2025-10-05T19:27:42.890762+00:00,42.963006,-78.827375,56.79,-1.82,1.79,17.8,30169.62,0,city,CLR,0
D_061,2025-10-06T00:35:42.890762+00:00,43.087643,-78.644292,51.65,-0.18,-1.54,313.1,23127.15,0,city,RAN,0
D_027,2025-10-05T22:24:42.890762+00:00,43.011772,-78.555567,40.86,0.21,1.52,207.7,43521.53,0,city,SNW,0
D_033,2025-10-05T21:12:42.890762+00:00,42.871987,-79.020499,25.22,-0.03,1.96,222.9,27575.67,0,city,CLR,0
D_012,2025-10-05T23:32:42.890762+00:00,42.952959,-78.926581,78.11,-0.65,-1.57,69.0,23961.76,0,highway,CLR,0
D_063,2025-10-05T20:15:42.890762+00:00,42.955793,-78.770258,32.43,1.8,1.85,68.9,19348.79,0,city,CLR,0
D_064,2025-10-05T22:51:42.890762+00:00,42.995581,-79.06842,48.57,0.4,-3.37,240.7,9014.14,0,city,RAN,0
D_026,2025-10-05T21:15:42.890762+00:00,42.874278,-78.923086,28.41,3.0,0.82,303.2,16242.13,0,city,CLR,0
D_070,2025-10-05T22:09:42.890762+00:00,42.92248,-78.787432,31.48,-1.51,-0.96,34.4,13826.6,0,city,CLR,0
D_072,2025-10-05T21:11:42.890762+00:00,43.139895,-78.728312,45.29,2.62,1.09,313.6,30452.8,0,city,RAN,0
D_075,2025-10-06T00:55:42.890762+00:00,43.142369,-78.937108,86.61,0.26,3.44,22.1,45429.12,0,highway,RAN,0
D_030,2025-10-05T20:54:42.890762+00:00,42.9556,-78.750434,51.39,-1.89,0.61,111.3,34447.83,0,city,CLR,0
D_043,2025-10-05T20:36:42.890762+00:00,42.990915,-78.701849,75.82,-1.89,-4.55,339.0,6815.31,0,highway,CLR,0
D_046,2025-10-05T20:29:42.890762+00:00,42.891264,-78.70298,48.12,0.38,-1.96,139.6,42363.68,0,city,CLR,0
D_061,2025-10-05T23:19:42.890762+00:00,43.00806,-78.799196,28.0,2.69,1.54,192.2,23049.02,0,city,RAN,0
D_070,2025-10-06T01:24:42.890762+00:00,42.969304,-78.724461,38.61,-1.79,1.1,29.5,14025.26,0,city,SNW,0
D_081,2025-10-05T20:51:42.890762+00:00,42.912339,-78.738635,36.16,-0.43,1.31,59.9,47261.43,0,city,RAN,0
D_002,2025-10-05T22:26:42.890762+00:00,43.054981,-78.842927,41.97,0.92,-2.83,156.1,42105.8,0,rural,RAN,0
D_073,2025-10-05T23:46:42.890762+00:00,42.999684,-78.613267,37.69,-2.53,-1.78,283.9,45897.48,0,city,CLR,0
D_058,2025-10-05T23:07:42.890762+00:00,43.022245,-79.061736,78.48,0.1,1.94,216.0,27005.34,0,highway,RAN,0
D_056,2025-10-06T00:22:42.890762+00:00,42.796894,-78.786834,73.31,-1.48,-1.02,281.8,27759.49,0,rural,RAN,0
D_004,2025-10-05T21:23:42.890762+00:00,42.933048,-78.878869,26.56,-0.21,-1.06,110.3,41126.04,0,city,CLR,0
D_004,2025-10-05T19:30:42.890762+00:00,42.953685,-78.825212,69.94,-1.66,-0.33,156.3,41006.45,0,rural,RAN,0
D_092,2025-10-05T23:10:42.890762+00:00,42.764831,-78.873882,92.23,-0.88,1.29,272.0,12409.91,0,highway,RAN,0
D_076,2025-10-05T19:36:42.890762+00:00,42.975121,-78.83661,45.73,-0.86,-2.51,332.1,30179.12,0,city,CLR,0
D_095,2025-10-05T19:54:42.890762+00:00,42.926377,-78.789399,59.81,0.26,3.21,191.0,30520.29,0,rural,CLR,0
D_099,2025-10-05T19:39:42.890762+00:00,42.927463,-78.833482,40.98,0.4,-0.88,309.4,36516.11,0,city,RAN,0
D_095,2025-10-05T22:37:42.890762+00:00,42.750138,-78.851099,101.37,3.69,-3.37,334.5,30700.05,0,highway,RAN,0
D_043,2025-10-06T00:02:42.890762+00:00,42.948807,-78.550543,93.41,-2.23,-0.41,135.6,7027.33,0,highway,CLR,0
D_069,2025-10-05T19:37:42.890762+00:00,42.898111,-78.827344,87.21,-0.67,-0.47,225.6,19807.83,0,highway,CLR,0
D_087,2025-10-05T20:10:42.890762+00:00,42.940612,-78.755606,95.36,-0.31,-1.47,104.1,33493.32,1,highway,RAN,0
D_015,2025-10-05T23:21:42.890762+00:00,43.004262,-78.817425,55.84,0.36,1.43,78.7,37880.95,0,city,RAN,0
D_048,2025-10-06T00:39:42.890762+00:00,42.906871,-78.93315,106.49,-0.19,-0.1,168.1,8751.99,0,highway,CLR,0
D_027,2025-10-05T23:24:42.890762+00:00,43.019772,-78.445044,46.24,1.31,-1.32,98.9,43588.39,0,city,CLR,0
D_093,2025-10-05T20:03:42.890762+00:00,42.930605,-78.855665,96.54,-0.09,-0.32,268.6,24279.75,1,highway,CLR,0
D_090,2025-10-05T23:33:42.890762+00:00,42.940712,-78.989849,35.9,0.06,-1.28,70.2,31285.28,0,city,RAN,0
D_062,2025-10-05T23:02:42.890762+00:00,42.905123,-79.003773,48.28,-1.12,-1.85,174.4,42689.35,0,city,CLR,0
D_019,2025-10-05T23:32:42.890762+00:00,42.881541,-78.939962,31.12,-0.56,4.11,331.7,9752.12,0,city,RAN,0
D_021,2025-10-05T21:37:42.890762+00:00,42.996541,-78.841982,95.2,-0.25,0.52,305.7,28704.01,0,highway,CLR,0
D_034,2025-10-05T23:11:42.890762+00:00,43.052984,-78.7355,38.35,1.23,0.98,4.9,17864.3,0,city,CLR,0
D_092,2025-10-05T19:27:42.890762+00:00,42.941151,-78.838258,35.55,-0.1,0.55,207.7,12171.09,0,city,CLR,0
D_055,2025-10-05T23:16:42.890762+00:00,43.093117,-78.764278,93.94,0.52,0.35,201.0,22999.11,0,highway,CLR,0
D_084,2025-10-05T21:39:42.890762+00:00,42.954274,-78.856727,49.25,-1.16,-0.52,291.7,28301.91,0,city,CLR,0
D_056,2025-10-05T23:13:42.890762+00:00,42.808461,-78.712979,92.92,-0.29,3.16,80.6,27690.24,0,highway,RAN,0
D_068,2025-10-05T23:28:42.890762+00:00,42.964753,-78.90567,48.14,1.78,0.67,303.7,3847.03,0,city,CLR,0
D_037,2025-10-05T21:57:42.890762+00:00,43.005789,-79.248753,30.18,-0.79,2.25,194.4,3623.17,0,city,CLR,0
D_099,2025-10-05T23:54:42.890762+00:00,42.859761,-79.091474,27.51,-0.23,0.19,152.3,36789.19,0,city,CLR,0
D_034,2025-10-05T22:32:42.890762+00:00,43.088115,-78.831494,55.36,-0.65,1.33,248.7,17826.23,0,city,CLR,0
D_069,2025-10-05T19:58:42.890762+00:00,42.881501,-78.747249,100.91,-0.14,-1.01,56.4,19831.39,0,highway,RAN,0
D_000,2025-10-05T23:09:42.890762+00:00,42.94784,-78.884948,92.25,0.54,-3.73,350.1,14721.34,0,highway,CLR,0
D_003,2025-10-06T00:06:42.890762+00:00,43.013144,-78.794732,60.83,1.73,0.81,78.8,37998.24,0,rural,RAN,0
D_058,2025-10-05T23:00:42.890762+00:00,43.034269,-79.092816,33.15,-0.26,-3.88,11.9,26997.72,0,city,CLR,0
D_067,2025-10-06T00:46:42.890762+00:00,42.986121,-78.674358,99.01,2.11,-1.74,81.6,45402.19,0,highway,RAN,0
D_096,2025-10-05T22:08:42.890762+00:00,42.915892,-78.74011,88.08,0.63,-0.57,351.8,23194.71,0,highway,RAN,0
D_069,2025-10-05T23:46:42.890762+00:00,42.996355,-78.979649,53.39,-0.53,-0.81,300.9,20078.59,0,city,CLR,0
D_095,2025-10-05T23:41:42.890762+00:00,42.757351,-78.823977,35.37,-1.96,-3.52,196.7,30773.55,0,city,CLR,0
D_033,2025-10-05T21:44:42.890762+00:00,42.88499,-79.041598,47.24,-1.0,-0.32,135.3,27602.07,0,city,CLR,0
D_005,2025-10-05T23:25:42.890762+00:00,42.98017,-78.643569,53.13,-1.7,0.85,352.0,44683.4,0,rural,CLR,0
D_044,2025-10-06T00:04:42.890762+00:00,43.147304,-78.949263,48.6,1.7,-1.84,28.1,31645.12,0,city,CLR,0
D_052,2025-10-05T23:37:42.890762+00:00,42.912347,-78.836948,55.68,0.52,2.01,228.3,17299.43,0,rural,CLR,0
D_070,2025-10-05T19:39:42.890762+00:00,42.992629,-78.870473,48.77,0.41,1.0,33.8,13665.26,0,city,CLR,0
D_006,2025-10-05T20:15:42.890762+00:00,42.877706,-78.828903,28.24,1.06,1.42,121.4,46488.39,0,city,CLR,0
D_085,2025-10-05T21:45:42.890762+00:00,42.942008,-78.662588,22.93,1.24,0.0,337.4,5985.65,0,city,CLR,0
D_036,2025-10-06T00:40:42.890762+00:00,42.926578,-78.811899,64.33,-1.91,0.89,308.9,36520.33,0,city,CLR,0
D_089,2025-10-05T19:52:42.890762+00:00,42.87701,-78.865383,42.7,0.88,-0.1,58.9,37071.6,0,city,CLR,0
D_060,2025-10-05T23:34:42.890762+00:00,43.045814,-78.836372,46.55,1.29,0.14,339.9,4164.44,0,city,RAN,0
D_032,2025-10-05T23:46:42.890762+00:00,43.070881,-78.899238,42.3,-2.13,2.3,345.5,31219.19,1,city,RAN,0
D_038,2025-10-05T21:12:42.890762+00:00,43.030258,-78.843391,45.99,0.34,0.1,239.0,3245.19,0,city,RAN,0
D_020,2025-10-06T00:15:42.890762+00:00,42.944908,-78.907369,27.71,-1.61,2.75,60.0,5820.74,0,city,CLR,0
D_031,2025-10-05T21:32:42.890762+00:00,42.924385,-78.856567,34.06,-0.15,-0.94,164.1,40424.52,0,city,CLR,0
D_007,2025-10-05T21:40:42.890762+00:00,43.004558,-78.911008,61.61,2.05,-0.27,194.9,36293.87,0,rural,CLR,0
D_077,2025-10-05T23:32:42.890762+00:00,42.78068,-78.902136,60.87,-2.22,4.11,255.6,5801.87,0,city,CLR,0
D_092,2025-10-05T19:48:42.890762+00:00,42.90829,-78.848146,27.87,-1.48,-1.39,18.2,12193.84,0,city,CLR,0
D_086,2025-10-05T23:00:42.890762+00:00,43.014289,-78.491018,101.88,0.11,-3.01,269.5,15609.41,0,highway,CLR,0
D_057,2025-10-05T23:29:42.890762+00:00,42.738392,-78.965604,70.91,0.49,-1.79,225.1,11749.5,0,highway,CLR,0
D_033,2025-10-05T20:16:42.890762+00:00,42.914045,-78.873498,57.74,0.1,-0.84,83.4,27516.52,0,rural,SNW,0
D_013,2025-10-05T21:52:42.890762+00:00,42.886012,-78.88964,36.93,2.4,-1.17,101.2,39849.17,0,city,RAN,0
D_042,2025-10-06T00:11:42.890762+00:00,43.063406,-78.611272,82.7,2.75,-2.54,258.1,32983.92,0,highway,CLR,0
D_041,2025-10-06T01:10:42.890762+00:00,42.951105,-78.999877,33.06,1.26,-2.32,201.7,4700.06,0,city,SNW,0
D_088,2025-10-06T00:46:42.890762+00:00,43.051314,-79.138903,105.9,-2.64,-2.19,321.6,15903.96,0,highway,SNW,0
D_070,2025-10-05T22:27:42.890762+00:00,42.887361,-78.775567,86.7,-0.14,-2.45,81.1,13845.75,0,highway,CLR,0
D_098,2025-10-05T20:01:42.890762+00:00,42.95513,-78.861005,93.86,-1.27,-1.8,322.5,4066.83,0,highway,CLR,0
D_057,2025-10-05T21:16:42.890762+00:00,42.922698,-78.748582,47.11,0.46,-0.47,306.2,11613.67,1,rural,SNW,0
D_032,2025-10-06T01:12:42.890762+00:00,43.021125,-78.971217,36.96,0.61,-2.13,287.6,31313.45,0,city,CLR,0
D_007,2025-10-05T20:41:42.890762+00:00,43.024626,-78.880397,85.51,2.07,-0.38,351.4,36231.4,0,rural,RAN,0
D_080,2025-10-05T21:35:42.890762+00:00,42.885476,-78.799356,47.61,-1.88,-0.2,352.6,9979.9,0,city,CLR,0
D_046,2025-10-06T00:11:42.890762+00:00,43.016542,-78.479535,60.37,-1.48,1.4,330.9,42603.68,1,rural,CLR,0
D_058,2025-10-05T22:34:42.890762+00:00,42.991193,-79.116359,50.17,0.55,-0.52,343.0,26968.35,0,city,RAN,0
D_066,2025-10-05T21:41:42.890762+00:00,42.924984,-78.767232,97.15,0.97,0.58,291.2,24312.85,0,highway,CLR,0
D_062,2025-10-05T21:52:42.890762+00:00,43.032267,-78.936462,57.67,0.8,-2.7,302.0,42611.25,0,city,RAN,0
D_007,2025-10-06T00:42:42.890762+00:00,43.011152,-78.867981,61.18,0.03,-2.39,48.2,36496.04,0,rural,CLR,0
D_077,2025-10-05T21:28:42.890762+00:00,42.840733,-78.924152,34.93,0.7,-1.49,331.6,5669.73,0,city,CLR,0
D_053,2025-10-05T20:49:42.890762+00:00,43.014683,-78.904407,85.88,0.1,1.9,211.3,26661.02,0,highway,CLR,0
D_010,2025-10-06T00:50:42.890762+00:00,42.789628,-78.953119,98.65,1.07,0.25,344.2,31430.76,0,highway,RAN,0
D_074,2025-10-05T22:47:42.890762+00:00,43.039765,-78.530722,34.01,0.66,0.05,116.8,31018.1,0,city,CLR,0
D_029,2025-10-05T19:44:42.890762+00:00,42.951152,-78.877724,90.46,0.17,-0.51,283.5,44458.53,0,highway,CLR,0
D_004,2025-10-06T00:44:42.890762+00:00,43.0158,-78.876888,94.17,-1.65,1.06,347.1,41341.4,0,highway,CLR,0
D_047,2025-10-05T23:33:42.890762+00:00,43.078687,-78.734346,47.96,1.09,1.57,16.3,9411.36,0,city,RAN,0
D_046,2025-10-06T01:15:42.890762+00:00,43.037729,-78.528276,63.93,-1.09,-4.99,101.6,42663.47,0,rural,CLR,0
D_040,2025-10-05T21:24:42.890762+00:00,43.049451,-78.907787,93.96,-3.59,1.5,347.4,12525.52,0,highway,RAN,0
D_033,2025-10-06T00:32:42.890762+00:00,42.920198,-79.054958,60.73,0.03,-0.57,71.2,27771.31,0,rural,CLR,0
D_086,2025-10-05T23:14:42.890762+00:00,43.016492,-78.465741,45.35,0.96,0.39,93.3,15622.5,0,city,CLR,0
D_078,2025-10-05T19:29:42.890762+00:00,42.959542,-78.858742,39.96,0.05,1.67,285.4,2178.01,0,city,CLR,0
D_088,2025-10-06T01:12:42.890762+00:00,43.082807,-79.073162,35.54,0.0,0.94,333.1,15930.06,0,city,CLR,0
D_073,2025-10-05T21:04:42.890762+00:00,42.971644,-78.694973,79.24,-0.94,-1.3,133.4,45730.69,1,highway,CLR,0
D_035,2025-10-05T21:34:42.890762+00:00,42.949737,-78.73397,93.75,0.26,-2.77,254.7,5335.96,0,highway,CLR,0
D_056,2025-10-05T20:32:42.890762+00:00,42.848912,-78.88792,115.61,0.33,1.11,121.5,27515.42,0,highway,RAN,0
D_032,2025-10-05T22:27:42.890762+00:00,43.108985,-78.817078,51.85,2.2,-1.31,248.2,31142.62,0,city,RAN,0
D_096,2025-10-05T21:52:42.890762+00:00,42.908413,-78.720288,40.91,0.08,-1.71,117.6,23179.46,0,rural,CLR,0
D_047,2025-10-05T20:28:42.890762+00:00,42.955469,-78.876179,46.43,2.2,-1.7,61.9,9214.13,0,city,CLR,0
D_047,2025-10-05T19:59:42.890762+00:00,42.93947,-78.834729,44.38,0.72,-2.53,244.9,9178.79,0,city,CLR,0
D_083,2025-10-05T19:58:42.890762+00:00,42.968946,-78.817585,44.79,-0.55,-1.18,139.8,10907.3,0,city,CLR,0
D_072,2025-10-06T01:05:42.890762+00:00,43.116185,-78.695636,84.32,0.65,-1.76,219.6,30705.38,0,highway,CLR,0
D_077,2025-10-06T00:21:42.890762+00:00,42.823218,-79.018975,98.71,1.53,1.41,235.4,5852.56,0,highway,CLR,0
D_097,2025-10-05T20:08:42.890762+00:00,43.030209,-78.79075,31.8,0.18,-3.8,283.8,6737.64,0,city,RAN,0
D_020,2025-10-05T19:37:42.890762+00:00,42.952354,-78.866313,88.98,-0.83,-0.74,280.9,5529.26,0,highway,CLR,0
D_022,2025-10-05T19:46:42.890762+00:00,42.925504,-78.839601,52.23,1.48,1.87,331.3,34046.89,0,city,CLR,0
D_048,2025-10-06T00:14:42.890762+00:00,42.946554,-78.902034,61.07,-1.84,-5.51,99.7,8727.39,0,rural,RAN,0
D_041,2025-10-05T20:31:42.890762+00:00,43.006877,-78.904633,104.75,-0.34,-1.0,116.5,4405.33,0,highway,SNW,0
D_055,2025-10-05T22:07:42.890762+00:00,43.061673,-78.603088,90.52,-0.13,0.47,180.1,22917.78,0,highway,RAN,0
D_090,2025-10-05T20:12:42.890762+00:00,42.989446,-78.937169,26.65,1.97,-1.22,219.3,31073.98,0,city,CLR,0
D_063,2025-10-06T00:20:42.890762+00:00,43.015262,-78.988873,40.24,1.03,-1.04,332.0,19609.86,1,city,RAN,0
D_026,2025-10-06T00:07:42.890762+00:00,42.907404,-78.79369,59.26,1.21,-2.07,202.7,16427.81,0,city,RAN,0
D_052,2025-10-05T20:30:42.890762+00:00,42.952852,-78.832344,40.41,-2.0,-2.2,279.7,17108.85,0,city,RAN,0
D_061,2025-10-06T00:17:42.890762+00:00,43.065976,-78.715125,34.14,0.78,-2.55,201.7,23107.5,0,city,CLR,0
D_017,2025-10-05T20:41:42.890762+00:00,43.013039,-78.8235,86.54,-1.53,-2.11,275.7,43992.2,0,highway,CLR,0
D_037,2025-10-06T01:12:42.890762+00:00,43.029041,-79.193315,33.96,-1.47,-0.87,337.4,3827.53,0,city,RAN,0
D_040,2025-10-05T22:51:42.890762+00:00,43.041721,-78.825076,107.02,0.53,2.95,151.3,12617.81,0,highway,CLR,0
D_051,2025-10-06T00:26:42.890762+00:00,42.861215,-78.526555,70.32,-0.29,-0.43,336.3,10282.42,0,rural,CLR,0
D_040,2025-10-05T23:27:42.890762+00:00,43.037847,-78.769094,25.87,-0.93,-0.61,87.4,12653.94,0,city,CLR,0
D_002,2025-10-05T23:50:42.890762+00:00,43.047112,-78.744997,30.53,1.9,1.35,82.1,42194.6,0,city,RAN,0
D_019,2025-10-05T21:41:42.890762+00:00,42.889957,-78.782577,89.32,0.25,-1.23,193.2,9635.18,0,highway,CLR,0
D_024,2025-10-05T19:32:42.890762+00:00,42.919595,-78.812467,29.75,-1.62,-0.79,316.8,20060.15,0,city,CLR,0
D_060,2025-10-05T23:22:42.890762+00:00,43.051997,-78.8549,27.86,-2.35,-0.93,57.7,4152.22,0,city,SNW,0
D_073,2025-10-05T20:54:42.890762+00:00,42.962868,-78.693866,36.69,-0.25,-0.28,254.9,45720.12,0,city,CLR,0
D_098,2025-10-05T20:22:42.890762+00:00,42.996001,-78.832972,51.95,1.65,-1.52,20.1,4088.3,0,city,CLR,0
D_039,2025-10-05T21:54:42.890762+00:00,42.968855,-78.717466,53.9,-0.18,0.48,40.9,49676.4,0,rural,CLR,0
D_065,2025-10-05T23:36:42.890762+00:00,43.063668,-78.952349,43.51,1.69,0.85,235.9,30249.16,0,city,CLR,0
D_013,2025-10-05T19:54:42.890762+00:00,42.899936,-78.821919,43.17,0.29,-0.82,237.8,39720.28,0,city,RAN,0
D_031,2025-10-05T19:54:42.890762+00:00,42.972284,-78.821562,44.63,-3.29,0.72,199.0,40315.33,0,city,RAN,0
D_022,2025-10-05T23:48:42.890762+00:00,42.98911,-78.635457,106.66,2.7,-1.41,316.7,34298.76,0,highway,CLR,0
D_073,2025-10-05T23:43:42.890762+00:00,43.009963,-78.613448,39.86,1.05,0.66,204.7,45893.89,0,city,CLR,0
D_084,2025-10-05T20:09:42.890762+00:00,42.923878,-78.783331,44.09,-1.64,0.59,318.5,28206.34,0,city,CLR,0
D_026,2025-10-05T20:33:42.890762+00:00,42.922668,-78.829773,90.89,-0.55,2.22,45.5,16200.21,0,highway,SNW,0
D_099,2025-10-06T01:15:42.890762+00:00,42.880212,-79.134494,35.91,-1.11,-2.28,224.8,36879.8,0,city,CLR,0
D_057,2025-10-05T20:28:42.890762+00:00,42.948267,-78.727497,38.23,0.4,-0.5,33.7,11565.18,0,city,CLR,0
D_097,2025-10-05T21:40:42.890762+00:00,43.073387,-78.897378,36.52,-2.8,-2.53,56.1,6835.19,0,city,CLR,0
D_061,2025-10-05T22:29:42.890762+00:00,42.958628,-78.821735,46.06,-0.14,-0.94,91.4,22998.66,1,city,RAN,0
D_013,2025-10-05T23:30:42.890762+00:00,42.808505,-78.71518,90.1,-3.45,-1.16,138.3,39942.95,0,highway,RAN,0
D_085,2025-10-06T00:45:42.890762+00:00,43.071759,-78.68023,71.72,1.18,-0.84,304.7,6167.41,0,rural,CLR,0
D_064,2025-10-05T20:49:42.890762+00:00,43.010624,-78.924968,26.64,1.47,-2.86,206.8,8889.7,1,city,SNW,0
D_076,2025-10-05T20:10:42.890762+00:00,42.96448,-78.845061,72.28,-0.57,-1.52,331.3,30214.24,0,highway,CLR,0
D_029,2025-10-05T23:23:42.890762+00:00,42.910802,-78.950232,90.77,-1.83,-0.13,132.7,44696.68,0,highway,CLR,0
D_012,2025-10-05T22:44:42.890762+00:00,42.923355,-79.10289,110.0,-0.3,-2.47,28.4,23910.3,0,highway,CLR,0
D_042,2025-10-05T22:34:42.890762+00:00,43.023809,-78.722065,48.9,-1.41,1.8,19.5,32890.11,0,city,SNW,0
D_009,2025-10-05T20:02:42.890762+00:00,42.885407,-78.916241,42.55,0.21,2.08,259.3,8471.2,0,city,CLR,0
D_066,2025-10-05T22:15:42.890762+00:00,42.92654,-78.806618,32.59,0.0,-3.67,17.7,24352.0,0,city,RAN,0
D_039,2025-10-06T01:17:42.890762+00:00,43.140529,-78.626697,62.07,-0.97,0.07,140.9,49887.62,0,city,CLR,0
D_072,2025-10-06T00:44:42.890762+00:00,43.112452,-78.666862,107.32,-2.75,1.73,106.9,30681.94,0,highway,CLR,0
D_034,2025-10-05T19:39:42.890762+00:00,42.91661,-78.846208,101.19,-0.38,1.44,326.2,17648.04,0,highway,CLR,0
D_056,2025-10-05T23:12:42.890762+00:00,42.80618,-78.731689,74.91,2.12,0.78,38.2,27688.69,0,highway,CLR,0
D_065,2025-10-05T21:59:42.890762+00:00,43.079735,-78.772416,37.19,1.1,-0.39,233.7,30146.17,0,city,CLR,0
D_079,2025-10-05T22:39:42.890762+00:00,42.913607,-78.810461,70.44,-0.27,2.66,187.7,29807.0,0,rural,CLR,0
D_005,2025-10-05T20:34:42.890762+00:00,42.99453,-78.725888,56.96,-0.58,2.65,40.5,44506.15,0,city,CLR,0
D_096,2025-10-06T00:45:42.890762+00:00,43.02393,-78.581023,29.6,-1.45,-3.45,173.9,23362.53,0,city,RAN,0
D_014,2025-10-05T20:23:42.890762+00:00,42.911719,-78.70983,102.05,1.79,2.02,59.8,9740.88,0,highway,CLR,0
D_003,2025-10-05T21:21:42.890762+00:00,42.91725,-78.96956,53.97,-1.64,-0.26,311.5,37824.65,0,city,RAN,0
D_079,2025-10-05T21:45:42.890762+00:00,42.974056,-78.756731,58.86,1.11,-2.57,137.7,29754.92,0,city,RAN,0
D_001,2025-10-06T00:54:42.890762+00:00,43.073578,-78.7017,36.38,-1.11,-1.18,217.7,12032.26,0,city,CLR,0
D_072,2025-10-05T20:05:42.890762+00:00,43.039829,-78.789032,24.28,-0.67,0.63,186.9,30377.81,0,city,CLR,0
D_052,2025-10-05T23:27:42.890762+00:00,42.871931,-78.823506,36.8,-0.43,0.97,130.5,17288.99,0,city,CLR,0
D_017,2025-10-05T20:09:42.890762+00:00,42.966724,-78.841313,63.48,-2.33,0.9,107.3,43958.57,0,rural,CLR,0
D_089,2025-10-05T19:33:42.890762+00:00,42.971946,-78.834117,26.81,-1.51,1.14,237.1,37051.69,0,city,SNW,0
D_073,2025-10-06T00:51:42.890762+00:00,42.967974,-78.523246,87.8,-1.02,-3.36,63.9,45965.14,0,highway,CLR,0
D_060,2025-10-06T01:24:42.890762+00:00,42.965524,-78.638265,95.13,-0.86,-0.49,358.9,4275.83,0,highway,CLR,0
D_072,2025-10-05T22:38:42.890762+00:00,43.20077,-78.735901,77.56,3.35,0.4,332.8,30547.25,0,highway,CLR,0
D_075,2025-10-05T20:06:42.890762+00:00,43.020057,-78.79341,90.57,-0.6,-0.93,350.1,45132.83,0,highway,CLR,0
D_030,2025-10-05T21:47:42.890762+00:00,42.933371,-78.60312,85.24,0.18,-1.09,187.4,34505.35,0,highway,CLR,0
D_003,2025-10-05T19:55:42.890762+00:00,42.906298,-78.796569,52.04,0.9,1.22,140.1,37733.21,0,city,CLR,0
